Date,Location,LongName,ShortName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus
2021-02-26,AK,Alaska,AKA,731545,332415,254334,45440,34767,161333,22054,92407,12632,22.1,12.6,Report,254448,161595,92233,160732,91892,29.1,16.7,551562,60268,253128,45893
2021-02-26,AL,Alabama,ALA,4903185,1380380,893859,28153,18230,613097,12504,278985,5690,12.8,5.8,Report,915046,627063,286095,626848,286074,16.4,7.5,3814879,36184,893628,23425
2021-02-26,AR,Arkansas,ARA,3017804,861230,597990,28538,19815,394007,13056,200253,6636,13.1,6.6,Report,599130,394906,200532,394736,200501,17,8.7,2317649,37160,597791,25793
2021-02-26,AS,American Samoa,ASA,55689,29450,20336,52883,36517,12275,22042,8037,14432,22.2,14.5,Report,20454,12351,8079,12169,7994,28,18.4,43437,67799,20069,46203
2021-02-26,AZ,Arizona,AZA,7278717,2143135,1671294,29444,22961,1196045,16432,468913,6442,16,6.3,Report,1636643,1168054,462074,1166549,461782,20.7,8.2,5638481,38009,1669244,29604
2021-02-26,BP2,Bureau of Prisons,BP2,0,57155,57396,0,0,34841,0,22339,0,0,0,Report,57396,34841,22339,34839,22338,0,0,0,0,57393,0
2021-02-26,CA,California,CAA,39512223,11297300,8310945,28592,21034,5871818,14861,2384283,6034,14.8,6,Report,8297491,5862161,2380502,5858948,2379687,19.1,7.8,30617582,36898,8306847,27131
2021-02-26,CO,Colorado,COA,5758736,1658660,1323183,28803,22977,876277,15216,439634,7634,15.2,7.6,Report,1322603,876097,439201,875741,439093,19.5,9.8,4499217,36866,1322719,29399
2021-02-26,CT,Connecticut,CTA,3565287,1190995,954153,33405,26762,652910,18313,290698,8154,18.2,8.2,Report,952348,650134,291338,649401,291089,22.9,10.3,2837847,41968,953085,33585
2021-02-26,DC,District of Columbia,DCA,705749,280955,176044,39809,24944,116035,16441,59551,8438,10.8,4.9,Report,111453,76194,34923,76188,34922,13.2,6,577581,48643,176032,30477
2021-02-26,DD2,Dept of Defense,DD2,0,1414485,928797,0,0,645656,0,272456,0,0,0,Report,928797,645656,272456,645437,272429,0,0,0,0,928551,0
2021-02-26,DE,Delaware,DEA,973764,291715,203745,29957,20923,140833,14463,61985,6366,14.2,6.2,Report,199084,138321,59922,138270,59908,18,7.8,770192,37876,203679,26445
2021-02-26,FL,Florida,FLA,21477737,6083555,4704530,28325,21904,3032041,14117,1640330,7637,13.9,7.5,Report,4624607,2976245,1616247,2973207,1615917,17.2,9.4,17247808,35271,4701100,27256
2021-02-26,FM,Federated States of Micronesia,FMA,103643,30000,13819,28946,13333,10306,9944,3411,3291,10,3.3,Report,13959,10414,3441,10410,3441,12.9,4.3,80842,37109,13815,17089
2021-02-26,GA,Georgia,GAA,10617423,2840015,2013769,26749,18967,1261421,11881,710086,6688,11.7,6.6,Report,1987090,1239379,705985,1238972,705853,15.3,8.7,8113542,35003,2013236,24813
2021-02-26,GU,Guam,GUA,165768,51300,52701,30947,31792,33706,20333,18635,11242,20.3,11.2,Report,52688,33696,18631,33686,18625,26.1,14.4,129299,39675,52684,40746
2021-02-26,HI,Hawaii,HIA,1415872,494020,359108,34892,25363,236307,16690,122521,8653,16.8,8.7,Report,361440,237956,123174,237816,123117,21.3,11,1116004,44267,358912,32160
2021-02-26,IA,Iowa,IAA,3155070,872345,654074,27649,20731,487097,15439,160663,5092,15.6,5.2,Report,660848,491323,163243,490937,163098,20.2,6.7,2428229,35925,653549,26915
2021-02-26,ID,Idaho,IDA,1787065,459355,367113,25704,20543,240499,13458,114807,6424,13.6,6.5,Report,371416,243714,116397,243709,116394,18.2,8.7,1338864,34309,367110,27420
2021-02-26,IH2,Indian Health Svc,IH2,2082813,848190,516471,40723,24797,358249,17200,152234,7309,17.2,7.3,Report,516471,358249,152234,356542,151913,0,0,0,0,514410,0
2021-02-26,IL,Illinois,ILA,12671821,3557335,2639826,28073,20832,1907053,15050,691102,5454,15.2,5.6,Report,2668633,1923246,703902,1921843,703598,19.5,7.1,9853946,36101,2638086,26772
2021-02-26,IN,Indiana,INA,6732219,1832150,1505040,27215,22356,966033,14349,523070,7770,14.3,7.8,Report,1504934,965809,523102,965591,523023,18.7,10.1,5164245,35478,1504742,29138
2021-02-26,KS,Kansas,KSA,2913314,861645,560776,29576,19249,383658,13169,172744,5929,13.9,6.4,Report,595523,405241,185731,404913,185578,18.3,8.4,2213064,38934,560307,25318
2021-02-26,KY,Kentucky,KYA,4467673,1305725,945168,29226,21156,632114,14149,309250,6922,14.6,7.1,Report,974092,654232,316028,653998,315951,18.9,9.1,3464802,37685,944880,27271
2021-02-26,LA,Louisiana,LAA,4648794,1281480,978234,27566,21043,627019,13488,348969,7507,13.3,7.4,Report,963997,617832,343923,617701,343895,17.3,9.7,3561164,35985,978069,27465
2021-02-26,MA,Massachusetts,MAA,6892503,2068660,1625459,30013,23583,1172562,17012,448622,6509,16.9,6.5,Report,1611434,1162144,445006,1161394,444720,21,8,5539703,37342,1624455,29324
2021-02-26,MD,Maryland,MDA,6045680,1817795,1239644,30068,20505,814954,13480,422523,6989,13.9,7.3,Report,1283849,842829,438535,842515,438428,17.9,9.3,4710993,38586,1239241,26305
2021-02-26,ME,Maine,MEA,1344212,411790,305477,30634,22725,208767,15531,94495,7030,15.8,7.2,Report,311005,212039,96724,211931,96676,19.3,8.8,1095370,37594,305326,27874
2021-02-26,MH,Marshall Islands,MHA,58413,21000,10745,35951,18395,8421,14416,2267,3881,14.4,3.9,Report,10754,8427,2270,8418,2269,18.5,5,45562,46091,10737,23566
2021-02-26,MI,Michigan,MIA,9986857,2679290,2165950,26828,21688,1375347,13772,768464,7695,14,7.8,Report,2201767,1399281,780148,1398945,780004,17.8,9.9,7842924,34162,2165470,27610
2021-02-26,MN,Minnesota,MNA,5639632,1590390,1261762,28200,22373,847014,15019,409927,7269,15.1,7.3,Report,1269224,852799,411197,852311,410978,19.7,9.5,4336475,36675,1261064,29080
